source_id,vlm_landuse,vlm_label,vlm_confidence,vlm_reason,gold_label
punjab_30.6244_75.3995,cropland,AGRI_BURN,0.95,"The area inside the red square shows standard agricultural fields (cropland) characterized by rectangular field plots, crop boundaries, and green vegetation without any industrial structures, brick kilns, or paved yards.",
uttarakhand_30.0586_80.1863,barren,UNSURE,0.9,"The red square outlines a portion of dry, rugged, mountainous terrain with sparse vegetation and no visible industrial structures, mining activities, cropland patterns, or buildings.",
korba_21.7044_83.1609,cropland,AGRI_BURN,0.85,"Inside the red square, the area displays grid-like patterns and boundaries characteristic of agricultural fields and cultivated land.",
korba_21.9026_83.0146,cropland,AGRI_BURN,0.85,"The red box is centered on a rural agricultural area showing typical crop fields, field boundaries, and harvested land patterns.",
korba_21.9295_82.2711,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar clearly khet (agricultural plots) aur medh ki lakeerein dikh rahi hain, koi industrial ya anya structure nahi hai.",
korba_22.0007_82.9503,cropland,AGRI_BURN,0.95,"The red box is centered over agricultural fields featuring distinct rectangular boundaries and irrigation patterns, with no industrial structures or brick kilns visible inside.",
punjab_30.9352_75.3976,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar sirf khet aur kheti ki zameen dikh rahi hai, koi industrial bhatta ya structure nahi hai.",
korba_21.6801_82.4003,cropland,AGRI_BURN,0.85,"The red box is centered on a typical agricultural field parcel showing crop patterns, parcel boundaries, and dirt paths without any industrial features like a brick kiln or factory shed.",
korba_21.9216_83.0821,cropland,AGRI_BURN,0.95,"The red box clearly encloses agricultural fields with typical plot divisions, crop rows, and earth ridges characteristic of cropland, with no industrial features like kilns or sheds visible inside the bounding box.",
korba_22.0769_82.4634,cropland,AGRI_BURN,0.85,"The area inside the red box shows characteristic agricultural field patterns, partitioned plots, and farm vegetation without any industrial structures like brick kilns, chimneys, or paved yards.",
korba_22.1845_82.6161,forest,FOREST_FIRE,0.95,"The red bounding box is located entirely within a dense canopy of trees, characteristic of a forest.",
punjab_30.7061_76.0008,cropland,AGRI_BURN,0.95,"The red square outlines an agricultural field showing regular grid-like boundaries, crop patterns, and vegetation cover typical of cropland without any industrial structures like brick kilns or sheds inside.",
korba_21.6512_82.2144,cropland,AGRI_BURN,0.85,The red box is located in an area with rectangular agricultural plots and green vegetation characteristic of cropland.,
jamnagar_21.8036_69.6443,cropland,AGRI_BURN,0.95,Laal chaukor ke andar clearly khet (cropland) ki rectilinear boundaries aur alag-alag rang ke agricultural plots dikh rahe hain. Koi industrial ya bhatte ki structure maujood nahi hai.,
jamnagar_21.8059_70.0368,forest,FOREST_FIRE,0.95,"The area inside the red square consists entirely of dense tree cover and vegetation typical of a forested hilly terrain, with no industrial structures, mines, or croplands visible within the boundaries.",
jamnagar_21.8066_70.0427,forest,FOREST_FIRE,0.99,"The red bounding box is densely covered by trees, characteristic of a forest canopy with no industrial, mining, or agricultural features visible inside the box.",
jamnagar_21.8424_70.3333,cropland,AGRI_BURN,0.9,"Laal chaukor ke andar cultivated agricultural fields (khet) dikh rahe hain, jinme seedhi medh aur alag-alag rang ke crop patches hain.",
jamnagar_21.8696_70.3036,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar agricultural fields yaani khet aur unke beech ki medh/boundaries saaf dikh rahi hain. Yahan koi industrial structure, bhatta ya chimney nahi hai.",
jamnagar_21.8919_69.8965,cropland,AGRI_BURN,0.95,"The red square primarily encloses agricultural field plots with distinct boundary lines and varied crop/soil textures characteristic of cropland, with no industrial features like brick kilns or sheds visible inside the square.",
jamnagar_21.9026_70.1221,cropland,AGRI_BURN,0.95,"The red box encloses agricultural fields characterized by rectangular plots and crop rows, without any industrial structures like brick kilns or sheds inside.",
jamnagar_21.9230_70.3542,cropland,AGRI_BURN,0.95,The area inside the red square shows typical agricultural fields (cropland) characterized by rectangular farm plots and distinct field boundaries.,
jamnagar_21.9249_70.2985,cropland,AGRI_BURN,0.95,"The area inside the red square shows regular agricultural fields with visible crop rows and field boundaries, characteristic of cropland.",
jamnagar_21.9252_70.3643,cropland,AGRI_BURN,0.95,"The red bounding box encloses regular agricultural fields with visible straight crop rows and field boundaries, consistent with surrounding cropland rather than industrial structures or brick kilns.",
jamnagar_21.9265_70.0981,cropland,AGRI_BURN,0.85,"The red box highlights an agricultural field area surrounded by other agricultural parcels, showing no distinct industrial or brick kiln structures inside the box.",
jamnagar_21.9447_70.0529,industrial,INDUSTRIAL,0.95,"The red box contains a solar farm, characterized by rows of solar panels. Solar installations are classified as industrial land use.",
jamnagar_21.9483_70.4709,cropland,AGRI_BURN,0.95,"The red box is centered entirely on cultivated agricultural fields divided into typical rectangular plots with clear farm boundaries, with no industrial structures or brick kilns present inside the bounding box.",
jamnagar_21.9529_70.0667,cropland,AGRI_BURN,0.99,"The red bounding box clearly frames an agricultural area consisting of rectangular crop fields with regular boundary lines, typical of cropland landuse.",
jamnagar_21.9848_70.5260,forest,FOREST_FIRE,0.85,"The red bounding box is centered on an area with dense trees and dark canopy cover, indicating a small patch of forest surrounded by agricultural fields.",
jamnagar_21.9961_70.4744,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar cultivated fields aur agricultural land dikh raha hai, koi industrial structure ya bhatta nahi hai.",
jamnagar_22.0143_69.8663,industrial,INDUSTRIAL,0.85,"Inside the red square, there are solar panel arrays installed, representing an industrial energy generation facility surrounded by agricultural fields.",
jamnagar_22.0203_70.1157,cropland,AGRI_BURN,0.85,"Inside the red square, there are regular agricultural fields with visible crop rows and field boundaries, consistent with surrounding cropland rather than any industrial site or brick kiln.",
jamnagar_22.0259_70.1105,cropland,AGRI_BURN,0.85,"The red bounding box primarily encloses agricultural plots, field boundaries, and patches of vegetation similar to the surrounding cropland landscape, with no prominent industrial or brick kiln structures inside the exact boxed area.",
jamnagar_22.0301_70.1183,cropland,AGRI_BURN,0.9,"The red square primarily encloses agricultural field plots with defined boundaries, surrounded by other cropland.",
jamnagar_22.0359_70.1113,cropland,AGRI_BURN,0.95,"The area inside the red square consists of agricultural fields with straight boundaries and cultivated crops, typical of cropland landuse.",
jamnagar_22.0377_70.4236,cropland,AGRI_BURN,0.95,"The red bounding box is centered over agricultural fields with distinct rectangular plots and boundary lines, characteristic of cropland.",
jamnagar_22.0405_70.5794,cropland,AGRI_BURN,0.95,The red bounding box is centered over agricultural fields (cropland) characterized by well-defined rectangular parcels and farm boundaries.,
jamnagar_22.0594_70.5635,cropland,AGRI_BURN,0.9,"The red bounding box primarily encloses agricultural fields with visible straight farm boundaries and plowed land typical of cropland, consistent with the surrounding landscape.",
jamnagar_22.1363_70.2388,industrial,INDUSTRIAL,0.95,"The red bounding box clearly shows an arrangement of parallel rows of solar photovoltaic panels, representing a solar power plant installation, which falls under industrial infrastructure.",
jamnagar_22.1443_70.2290,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar clearly khet (cropland) ke rectangular plots aur ploughing lines dikh rahi hain. Yahan koi industrial structure, bhatta ya factory nahi hai.",
jamnagar_22.1801_70.2537,cropland,AGRI_BURN,0.85,"Laal chaukor ke andar cultivated agricultural fields aur kuch rural farm structures ya chote paths dikh rahe hain, koi industrial ya brick kiln (bhatta) ki distinct features jaise chimney ya shed nahi hai.",
jamnagar_22.1818_70.2529,cropland,AGRI_BURN,0.95,"The red bounding box primarily encloses agricultural fields with clear soil preparation, boundary lines, and crop patches, typical of rural cropland without any industrial brick kilns, sheds, or mining activity visible inside the box.",
jamnagar_22.1859_70.2462,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar eent ka bhatta ya chhota industrial setup clearly dikh raha hai, jisme lambe structures aur nangi bhoori zameen hai.",
jamnagar_22.2274_70.3719,cropland,AGRI_BURN,0.9,"Inside the red square, the area consists primarily of agricultural field parcels with regular boundaries and crop patterns, showing no industrial or structural features like brick kilns or factories.",
jamnagar_22.2583_70.2644,industrial,INDUSTRIAL,0.95,"The red bounding box clearly frames a solar farm installation, characterized by large arrays of photovoltaic panels and associated industrial infrastructure, which falls under industrial land use.",
jamnagar_22.2664_70.2552,industrial,INDUSTRIAL,0.95,"The red bounding box clearly encompasses large solar panel installations arranged in rows, which are classified as industrial energy facilities.",
jamnagar_22.2973_69.7013,cropland,AGRI_BURN,0.95,"The red square outlines an agricultural field with clear rectangular boundaries, green crop cover, and dirt paths, consistent with cropland.",
jamnagar_22.2975_69.7268,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar saaf taur par anaj ya fasal ugane ke liye banaye gaye chote-bade aayatakar khet, medh aur alag-alag rangon ke fasli plot dikh rahe hain. Yahan koi industrial structure, bhatta, ya chimney nahi hai.",
jamnagar_22.2979_69.7037,cropland,AGRI_BURN,0.85,"The red bounding box primarily encloses agricultural fields with green vegetation and regular field boundaries, alongside some bare soil patches, consistent with cropland.",
jamnagar_22.3027_69.7263,cropland,AGRI_BURN,0.85,"The red bounding box encloses agricultural plots, characterized by regular geometric field patterns and crop vegetation visible within the bounded area.",
jamnagar_22.3030_69.7297,cropland,AGRI_BURN,0.95,"The red bounding box clearly encloses regular agricultural fields, visible through their distinct plot boundaries and green/brown cultivation patterns, with no industrial features like brick kilns, sheds, or machinery present inside.",
jamnagar_22.3128_69.6970,cropland,AGRI_BURN,0.9,"The area inside the red bounding box consists of agricultural fields (cropland) characterized by regular rectangular parcel shapes, plowed earth, and crop patterns.",
jamnagar_22.3144_69.6779,barren,UNSURE,0.85,"Inside the red bounding box, the terrain is dry, barren earth next to a water body with no visible structures, buildings, or intensive agriculture.",
jamnagar_22.3148_69.6833,cropland,AGRI_BURN,0.85,"Inside the red square, there are clearly visible green agricultural plots and field boundaries (medh) characteristic of cropland, despite being adjacent to barren and industrial areas.",
jamnagar_22.3183_69.6807,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar ek industrial structure jaise ki ek chimney aur uske paas ke buildings/sheds dikh rahe hain, jo ki ek brick kiln (eent ka bhatta) ya similar industrial facility ko darshate hain.",
jamnagar_22.3212_69.7083,cropland,AGRI_BURN,0.85,"Laal chaukor ke andar cultivated khet (cropland) aur kuch hari ghas aur medh ki lakeerein dikh rahi hain, koi industrial ya brick kiln structure nahi hai.",
jamnagar_22.3225_69.9311,cropland,AGRI_BURN,0.85,"The area inside the red square primarily shows agricultural plots with distinct field boundaries and green vegetation, typical of cropland, despite being adjacent to built-up infrastructure.",
jamnagar_22.3290_69.9035,industrial,INDUSTRIAL,0.95,"The red square outlines an administrative or facility building within a heavily industrial complex, featuring structured paved pathways, a water body, and proximity to factory infrastructure.",
jamnagar_22.3292_69.8429,industrial,INDUSTRIAL,0.85,"The red bounding box encloses a water treatment or industrial settling pond facility with industrial structures, containment basins, and associated paved infrastructure, distinct from the surrounding agricultural fields.",
jamnagar_22.3294_69.8971,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar industrial infrastructure jaise ki paved area, storage structures, aur facility buildings dikh rahe hain jo bade industrial complex ka hissa hain.",
jamnagar_22.3294_70.2990,cropland,AGRI_BURN,0.85,"The area inside the red square shows agricultural fields and natural vegetation rather than industrial structures, factories, or brick kilns.",
jamnagar_22.3296_69.8457,industrial,INDUSTRIAL,0.95,The red box encompasses industrial processing units and related infrastructure within a large refinery and industrial complex.,
jamnagar_22.3310_69.6811,cropland,AGRI_BURN,0.95,"The area inside the red box clearly shows agricultural fields with distinct boundaries and crop patterns, characteristic of cropland.",
jamnagar_22.3328_69.9246,barren,UNSURE,0.85,"The red bounding box encloses vacant, dry, and unused ground without any visible structures, industrial features, active cultivation, or dense vegetation.",
jamnagar_22.3332_69.8187,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar spashht roop se aayatakar khet aur kheti ki medh dikhayi de rahi hai, aur yahan kisi prakar ka bhatta ya industrial activity nahi hai.",
jamnagar_22.3370_69.7280,industrial,INDUSTRIAL,0.85,"The red box highlights a brick kiln (eent ka bhatta) characterised by a distinct rectangular layout with raw brick stacks and bare ground, classifying it as industrial.",
jamnagar_22.3424_69.8933,industrial,INDUSTRIAL,0.95,"The red box is centered over an industrial facility featuring rectangular structures, treatment units, and pipes, characteristic of a refinery or processing plant.",
jamnagar_22.3522_70.2293,cropland,AGRI_BURN,0.85,"The red bounding box is centered on agricultural land with visible field boundaries and vegetation, showing no industrial or structural features inside.",
jamnagar_22.3526_70.2340,cropland,AGRI_BURN,0.85,"The red box highlights an agricultural field area with visible crop rows and field boundaries, lacking any industrial or brick kiln structures inside the bounded area.",
jamnagar_22.3527_69.8950,industrial,INDUSTRIAL,0.95,"The red box focuses on an area containing industrial infrastructure including storage yards, structures, and connecting roads situated within a heavy industrial refinery complex.",
jamnagar_22.3591_69.8397,cropland,AGRI_BURN,0.9,"The area inside the red square clearly shows cultivated rectangular plots with distinct green vegetation and field boundaries, characteristic of agricultural cropland.",
jamnagar_22.3592_69.7501,cropland,AGRI_BURN,0.95,"The red bounding box clearly encloses standard agricultural fields with distinct boundaries, green crops, and plowed soil, characteristic of cropland without any industrial structures.",
jamnagar_22.3609_70.5322,cropland,AGRI_BURN,0.95,"The area inside the red square primarily consists of agricultural fields and plots divided by straight boundary lines, characteristic of cropland, with no industrial structures like brick kilns or factories present within the bounded area.",
jamnagar_22.3625_69.8069,industrial,INDUSTRIAL,0.85,Laal chaukor ke andar eent ke bhatte ki shakal aur industrial structures dikh rahe hain.,
jamnagar_22.3631_70.2293,cropland,AGRI_BURN,0.85,"The red square primarily encloses agricultural fields with visible field boundaries and crops, alongside some rural road intersections and sparse vegetation, rather than any industrial facilities or brick kilns.",
jamnagar_22.3724_70.2795,cropland,AGRI_BURN,0.9,"The red box is centered on a segmented agricultural area featuring rows of crops and cultivated plots, characteristic of cropland.",
jamnagar_22.3817_69.8787,industrial,INDUSTRIAL,0.85,"The marked red box contains a cleared plot of land with earthmoving features, located adjacent to industrial developments and roads, indicating ongoing industrial or infrastructure work rather than farming.",
jamnagar_22.3885_69.8726,cropland,AGRI_BURN,0.85,"The area inside the red box predominantly shows agricultural field patterns with defined field boundaries and crops, similar to the surrounding cropland.",
jamnagar_22.3894_69.8711,urban,UNSURE,0.9,The red box encompasses a densely packed cluster of residential buildings and structures typical of an urban settlement or village abadi.,
jamnagar_22.3992_69.8615,cropland,AGRI_BURN,0.9,"The area inside the red box clearly shows agricultural fields divided by straight boundaries and cultivated plots, with no industrial features like kilns or sheds visible.",
jamnagar_22.4002_69.8600,cropland,AGRI_BURN,0.95,"The red bounding box primarily contains agricultural fields (cropland) characterized by rectangular field patterns and divided by straight boundary lines, without any industrial structures, brick kilns, or urban features inside.",
jamnagar_22.4034_69.7168,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar ek gol aakar ka structure (bhatta/kiln) aur usse juda hua area saaf dikh raha hai, jo industrial landuse ke antargat aata hai.",
jamnagar_22.4104_69.8834,cropland,AGRI_BURN,0.85,"Inside the red bounding box, the land consists primarily of cultivated agricultural fields with distinct boundaries and crop patterns, characteristic of cropland.",
jamnagar_22.4105_70.0702,cropland,AGRI_BURN,0.85,"The red bounding box is centered on agricultural land with distinct field boundaries and crop patterns, showing no industrial features or brick kilns within the specific area.",
jamnagar_22.4106_69.8576,cropland,AGRI_BURN,0.9,"The area inside the red bounding box consists of agricultural fields with typical field boundaries, vegetation, and soil patterns.",
jamnagar_22.4168_69.8827,cropland,AGRI_BURN,0.85,"The red bounding box primarily encloses agricultural field patterns and soil without any industrial structures, brick kilns, or urban features inside.",
jamnagar_22.4318_70.0238,cropland,AGRI_BURN,0.95,"The red box clearly frames agricultural fields with distinct rectangular plot boundaries and crop rows characteristic of cropland landuse, with no industrial features visible inside.",
jamnagar_22.4324_70.0353,barren,UNSURE,0.85,"The red bounding box contains vacant, dry, and cleared brown land without visible structures like sheds, kilns, or active agriculture.",
jamnagar_22.4349_70.0289,cropland,AGRI_BURN,0.85,"The red bounding box is centered on agricultural fields with visible field boundaries and vegetation patches, not showing any industrial structures, brick kilns, or urban features within the exact area.",
jamnagar_22.4378_69.9386,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar clearly khet dikh rahe hain jinki seedhi medh aur alag-alag rang ki mitti ki boundaries hain. Koi industrial structure, eent ka bhatta ya shed nahi hai.",
jamnagar_22.4394_70.0355,urban,UNSURE,0.9,"The red bounding box clearly highlights a densely built residential area with multiple housing rooftops and urban infrastructure, surrounded by roads.",
jamnagar_22.4440_70.0333,industrial,INDUSTRIAL,0.8,"The red box clearly frames a cluster of industrial/commercial structures and a paved yard amid surrounding land, consistent with small-scale industrial use.",
jamnagar_22.5772_70.2386,cropland,AGRI_BURN,0.95,"The area inside the red box shows typical agricultural field patterns with clear borders, ploughed soil, and no industrial structures or brick kilns present.",
jamnagar_22.5772_70.2395,cropland,AGRI_BURN,0.9,"The red bounding box encloses agricultural fields with clear rectangular plots, field boundaries, and varying crop/soil states characteristic of cropland, with no industrial features like kilns or chimneys inside.",
jamnagar_22.5983_70.4678,industrial,INDUSTRIAL,0.95,"The bounding box highlights a solar panel array (or energy facility), which is classified as industrial land use based on the presence of structured energy infrastructure rather than natural or agricultural cover.",
jamnagar_22.6101_70.4641,industrial,INDUSTRIAL,0.95,"The red bounding box clearly encloses an array of photovoltaic solar panels, which are industrial energy installations, located within a surrounding agricultural landscape.",
jamnagar_22.7009_70.4655,cropland,AGRI_BURN,0.95,"The red square outlines agricultural fields showing regular geometric field patterns, crop boundaries, and vegetation, consistent with cropland land use.",
jamnagar_22.7166_70.4578,cropland,AGRI_BURN,0.95,The red square outlines an area containing agricultural fields with distinct rectangular plots and crop rows characteristic of cropland.,
jamnagar_22.7183_70.5642,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar agricultural fields (khet) aur mitti ki boundaries dikh rahi hain, koi industrial ya brick kiln structure nahi hai.",
jamnagar_22.7191_70.5524,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar solar panels ki rows aur usse jude hue industrial structures ya equipment clearly visible hain, jo ki ek industrial installation ko darshate hain.",
jamnagar_22.7196_70.5465,cropland,AGRI_BURN,0.85,The red bounding box is primarily located over agricultural fields and dirt plots with no visible industrial structures or brick kilns inside it.,
jamnagar_22.7209_70.5460,cropland,AGRI_BURN,0.85,"The red bounding box primarily encloses agricultural fields with clear field boundaries and crop growth, alongside a portion of a small solar panel array on the right side.",
jamnagar_22.7257_70.5626,cropland,AGRI_BURN,0.9,"The area inside the red square shows agricultural field patterns with regular shapes and crop textures, consistent with surrounding farmland.",
jamnagar_22.7302_70.5491,industrial,INDUSTRIAL,0.95,"The red box clearly frames a solar panel farm installation, which falls under industrial use as a power generation facility, distinct from the surrounding cropland.",
jamnagar_22.7495_70.5807,cropland,AGRI_BURN,0.95,The red square outlines an agricultural field with straight boundaries and crop patterns identical to the surrounding cropland.,
jamnagar_22.7528_69.5559,industrial,INDUSTRIAL,0.95,"The red bounding box encloses a section of an industrial port storage yard featuring elongated bulk material stockpiles (such as coal or ore) and transport tracks, characteristic of port logistics and heavy industrial facilities.",
jamnagar_22.7535_69.5611,industrial,INDUSTRIAL,0.95,"The red box highlights a large industrial storage yard, specifically a bulk material storage and handling facility with characteristic linear stockyards, conveyor systems, and docking infrastructure nearby.",
jamnagar_22.7551_69.5646,industrial,INDUSTRIAL,0.95,"The area inside the red square shows bulk storage yards, conveyor systems, and port loading infrastructure typical of an industrial coal or bulk material handling facility.",
jamnagar_22.7822_70.5009,industrial,INDUSTRIAL,0.95,"The area inside the red bounding box clearly shows rectangular industrial shed structures and solar panel arrays, which correspond to industrial utility infrastructure rather than agricultural fields.",
jamnagar_22.7885_69.6603,industrial,INDUSTRIAL,0.95,"The red bounding box clearly frames large industrial storage sheds and a paved yard, characteristic of an industrial facility.",
jamnagar_22.7920_69.6650,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar bade aayatakar shed (industrial warehouses) saaf dikh rahe hain, jo ki industrial landuse ko darshate hain.",
jamnagar_22.8030_69.6814,industrial,INDUSTRIAL,0.9,"Laal chaukor ke andar vehicles/cars ya storage area ke saath ek paved yard ya vehicle parking/storage yard nazar aa raha hai, jo industrial ya commercial activity ke antargat aata hai.",
jamnagar_22.8042_69.6623,industrial,INDUSTRIAL,0.8,"The red bounding box encloses ground disturbance, small structures, and storage/working yard areas characteristic of small-scale industrial use or material yards.",
jamnagar_22.8177_69.5327,industrial,INDUSTRIAL,0.85,"Laal chaukor ke andar ek paved road, kuch technical ya industrial infrastructure ka hissa aur ek chhota sa black coal storage ya industrial yard ka corner dikh raha hai, jo industrial landuse ko darshata hai.",
jamnagar_22.8203_69.7169,cropland,AGRI_BURN,0.9,"The area inside the red square shows agricultural fields with distinct parcel boundaries and crop patterns, characteristic of cropland.",
jamnagar_22.8245_69.5171,industrial,INDUSTRIAL,0.85,"Laal chaukor ke andar industrial sheds aur infrastructure dikh rahe hain, jo aas-paas ke forested ya agricultural area ke beech ek industrial facility ya plant ka hissa malum hote hain.",
jamnagar_22.8251_69.5172,industrial,INDUSTRIAL,0.9,"Laal chaukor ke andar bade industrial sheds, buildings aur paved yard saaf dikh rahe hain.",
jamnagar_22.8280_69.5469,industrial,INDUSTRIAL,0.8,"The red bounding box contains small buildings, structures, and associated paved or cleared ground adjacent to the large industrial thermal power plant complex seen to the south and east.",
jamnagar_22.8296_69.4999,cropland,AGRI_BURN,0.85,"The area inside the red square shows agricultural field patterns, divided plots, and vegetation rather than industrial structures or kilns.",
jamnagar_22.8300_69.5002,cropland,AGRI_BURN,0.85,"The area inside the red square primarily shows agricultural field patterns with defined parcel boundaries, surrounded by vegetation and vegetation patches rather than industrial or mining features.",
jamnagar_22.8302_69.6851,industrial,INDUSTRIAL,0.85,Laal chaukor ke andar eent ka bhatta ya chhota industrial setup dikh raha hai jiske paas saaf paved area aur chhatein hain.,
jamnagar_22.8343_69.5488,industrial,INDUSTRIAL,0.85,"The red bounding box contains what appears to be an industrial structure, possibly a small kiln or shed associated with surrounding industrial activity near Mundra TPP, situated on cleared bare ground.",
jamnagar_22.8351_69.6980,industrial,INDUSTRIAL,0.95,"The red bounding box clearly contains large industrial warehouse sheds and associated paved/cleared grounds, indicative of industrial activity rather than surrounding land uses.",
jamnagar_22.8380_69.7576,cropland,AGRI_BURN,0.85,"The area inside the red box shows agricultural field patterns, divided into regular plots and cropped areas, typical of surrounding cropland without industrial structures like brick kilns or factories.",
jamnagar_22.8400_69.4964,cropland,AGRI_BURN,0.95,"Laal chaukor ke andar clearly khet (agricultural fields) aur unki seedhi medh ki lakeerein dikh rahi hain, koi bhatta, industry, ya factory ka shed nahi hai.",
jamnagar_22.8423_69.7186,industrial,INDUSTRIAL,0.85,Laal chaukor ke andar eent ka bhatta ya chhota industrial yard dikh raha hai jiski nangi bhoori zameen aur shakal us category ke antargat aati hai.,
jamnagar_22.8452_69.7632,industrial,INDUSTRIAL,0.88,The red bounding box clearly frames an oval-shaped brick kiln (bhatta) complex with exposed bare soil and typical layout characteristics.,
jamnagar_22.8458_69.7635,cropland,AGRI_BURN,0.7,"The red bounding box primarily encloses agricultural plots, field boundaries, and scattered rural vegetation typical of cropland, rather than industrial facilities or brick kilns.",
jamnagar_22.8708_69.6949,cropland,AGRI_BURN,0.85,"The red bounding box primarily contains agricultural fields with visible straight field boundaries and crop patterns, distinct from industrial structures.",
jamnagar_22.8856_69.6622,cropland,AGRI_BURN,0.85,"Inside the red bounding box, there are agricultural field boundaries and vegetation characteristic of cropland, with no industrial structures or brick kilns present.",
jamnagar_22.8874_69.6597,barren,UNSURE,0.85,Laal chaukor ke andar khaali sookhi zameen hai jispar na to koi khet ke nishaan hain aur na hi koi industrial structure ya bhatta dikh raha hai.,
jamnagar_22.8931_69.8983,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar aur uske thoda upar industrial infrastructure jaise power plant ke structures, storage sheds, aur paved facilities saaf dikh rahe hain.",
jamnagar_22.8944_69.9006,industrial,INDUSTRIAL,0.95,The red box contains a large arched industrial storage shed and associated paved yard space connected to the larger power plant complex seen immediately to the left.,
jamnagar_22.8947_69.6650,industrial,INDUSTRIAL,0.95,"Laal chaukor ke andar bade industrial sheds, buildings aur manufacturing structures saaf dikh rahe hain jo ek factory ya industrial complex ka hissa hain.",
korba_21.6040_83.2876,cropland,AGRI_BURN,0.95,"The red box is centered on agricultural land with distinct field boundaries, crop patterns, and vegetation, consistent with cropland.",
korba_21.6117_83.1856,cropland,AGRI_BURN,0.95,"The area inside the red square shows typical agricultural fields, segmented plots with boundaries, and vegetation/crop patterns without any industrial or brick kiln structures.",
korba_21.6174_83.3738,cropland,AGRI_BURN,0.9,"Laal chaukor ke andar agricultural fields (khet) aur kuch chhote rural ghar dikh rahe hain, koi industrial ya bhatta feature nahi hai.",
korba_21.6405_83.0383,cropland,AGRI_BURN,0.9,"The red bounding box primarily encloses agricultural fields with visible plot boundaries, crops, and vegetation typical of rural cropland, without any industrial structures, brick kilns, or chimneys present inside the box.",
korba_21.6436_82.7814,cropland,AGRI_BURN,0.85,"Laal chaukor ke andar agricultural fields (khet) aur vegetation nazar aa rahe hain, koi industrial structure ya bhatta nahi dikh raha hai.",
korba_21.6446_83.0495,cropland,AGRI_BURN,0.9,"The red bounding box primarily encloses agricultural fields with visible field boundaries and terrain contours, characteristic of rural cropland without any industrial structures or brick kilns inside.",
korba_21.6458_83.0335,cropland,AGRI_BURN,0.85,"Inside the red square, there are regular field patterns and vegetation typical of agricultural land, with no industrial features like kilns or sheds visible.",
korba_21.6458_83.0341,cropland,AGRI_BURN,0.9,"The area inside the red square primarily shows typical agricultural field patterns with regular boundaries and vegetation typical of cropland, with no industrial structures or kilns visible inside the box.",
korba_21.6514_82.8628,cropland,AGRI_BURN,0.85,"The area inside the red square shows typical agricultural fields with demarcated boundaries and crop patterns, consistent with surrounding cropland.",
korba_21.6614_83.2782,mine,INDUSTRIAL,0.85,"The area inside the red square shows an excavated water-filled pit with disturbed bare earth, typical of quarrying or mining operations.",
korba_21.6658_83.2772,urban,UNSURE,0.9,"The red square outlines a small rural settlement or village area characterized by clustered residential buildings, trees, and small paths, rather than industrial, mining, or pure cropland features.",
korba_21.6674_83.2779,cropland,AGRI_BURN,0.85,"Inside the red square, there are agricultural fields with rectangular patterns and dividing lines, without any visible industrial structures, brick kilns, or urban buildings.",
korba_21.6687_83.1931,cropland,AGRI_BURN,0.95,"The area inside the red box shows structured agricultural fields with boundary lines and scattered trees typical of rural cropland, without any industrial structures like kilns, sheds, or chimneys.",
korba_21.6699_82.8094,cropland,AGRI_BURN,0.95,"The red box is located in an area clearly showing structured agricultural fields with distinct parcel boundaries, typical of cropland, and shows no industrial features or brick kilns within its borders.",
korba_21.6876_83.2083,urban,UNSURE,0.85,"The red bounding box encloses a cluster of residential houses and buildings forming a small settlement area, characteristic of urban landuse.",
korba_21.6895_82.6491,cropland,AGRI_BURN,0.85,"The red bounding box encloses agricultural fields, characterized by defined field boundaries and patterns typical of rural cropland, with no industrial features like brick kilns or sheds present inside the box.",
korba_21.6925_82.6391,cropland,AGRI_BURN,0.85,"The red square outlines an area with distinct rectangular field boundaries and agricultural patterns typical of cropland, surrounded by similar agricultural plots.",
korba_21.6929_82.6390,cropland,AGRI_BURN,0.9,"The red bounding box encloses agricultural fields with clear rectangular patterns and boundaries characteristic of cropland, surrounded by similar agricultural plots.",
korba_21.6947_82.6544,cropland,AGRI_BURN,0.85,The area inside the red box shows characteristic rectangular agricultural field patterns with clear boundaries and crop markings.,
korba_21.7077_82.6478,cropland,AGRI_BURN,0.95,"The red bounding box clearly shows agricultural fields with regular crop patterns and green vegetation, matching the cropland category rather than industrial infrastructure.",
korba_21.7129_82.8076,cropland,AGRI_BURN,0.85,"Inside the red square, there are agricultural field patterns, vegetation, and grid-like boundaries characteristic of cropland rather than industrial or other structures.",
